Chr	start	stop	value
1	23455000	23624000	0.0207
1	23624000	23677000	0.0231
1	23677000	23920000	0.1037
1	23920000	23973000	0.0271
1	23973000	24074000	0.0842
1	24074000	24185000	0.0929
1	24185000	24404000	0.1402
1	24404000	24562000	0.5497
1	24562000	24767000	0.4499
1	24767000	24821000	0.4007
1	24821000	24867000	0.5073
1	24867000	25124000	0.588
1	25124000	25451000	1.0371
1	25451000	26243000	1.1467
1	26243000	26832000	0.8326
1	26832000	27324000	0.828
1	27324000	27997000	1.7264
1	27997000	28110000	1.9953
1	28110000	28397000	2.0257
1	28397000	28442000	2.1351
1	28442000	28615000	2.0356
1	28615000	28666000	2.3126
1	28666000	28826000	2.2607
1	28826000	28956000	2.2173
1	28956000	29985000	1.6327
1	29985000	30077000	1.2063
1	30077000	30154000	1.3357
1	30154000	30193000	1.533
1	30193000	30469000	1.2122
1	30469000	30501000	1.4244
1	30501000	30546000	1.4359
1	30546000	30562000	1.3889
1	30562000	30890000	1.3709
1	30890000	30972000	1.3423
1	30972000	31034000	1.3709
1	31034000	31052000	1.4416
1	31052000	31653000	1.3709
1	31653000	31702000	1.5641
1	31702000	31750000	1.6402
1	31750000	31854000	1.6018
1	31854000	31956000	1.3418
1	31956000	32106000	1.4664
1	32106000	32177000	1.7909
1	32177000	32243000	1.9277
1	32243000	32324000	1.5835
1	32324000	32718000	1.4002
1	32718000	32896000	1.5355
1	32896000	33285000	2.2114
1	33285000	33617000	2.0427
1	33617000	33842000	2.3488
1	33842000	34682000	2.5234
1	34682000	34744000	2.7457
1	34744000	34860000	2.4752
1	34860000	35075000	2.3183
1	35075000	35134000	2.5309
1	35134000	35542000	2.7695
1	35542000	35645000	2.578
1	35645000	35774000	2.4333
1	35774000	35965000	2.2781
1	35965000	36270000	1.3881
1	36270000	36538000	1.6468
1	36538000	37332000	1.4117
1	37332000	37623000	1.5079
1	37623000	37835000	1.3742
1	37835000	37860000	1.4933
1	37860000	37960000	1.3801
1	37960000	38075000	1.5439
1	38075000	38201000	1.2422
1	38201000	38343000	1.0051
1	38343000	38367000	0.8136
1	38367000	38418000	0.8699
1	38418000	38631000	0.6149
1	38631000	39021000	0.8659
1	39021000	39109000	0.2007
1	39109000	39351000	0.1739
1	39351000	39782000	0.2285
1	39782000	39820000	0.1191
1	39820000	40119000	0.1484
1	40119000	40470000	0.192
1	40470000	40640000	0.3702
1	40640000	40894000	0.2741
1	40894000	40961000	0.2723
1	40961000	41089000	0.2945
1	41089000	41695000	0.187
1	41695000	41764000	0.1299
1	41764000	41821000	0.2646
1	41821000	41970000	0.1226
1	41970000	42051000	0.0419
1	42051000	42069000	0.0961
1	42069000	42089000	0.1174
1	42089000	42181000	0.1241
1	42181000	42212000	0.0319
1	42212000	42249000	0.019
1	42249000	42315000	0.1201
1	42315000	42374000	0.1368
1	42374000	42422000	0.1543
1	42422000	42782000	0.2324
1	42782000	42883000	0.1294
1	42883000	42929000	0.0948
1	42929000	42957000	0.1007
1	42957000	43065000	0.0966
1	43065000	43269000	0.0048
2	0	106000	0.1984
2	106000	213000	0.2042
2	213000	454000	0.3
2	454000	495000	0.3139
2	495000	568000	0.3455
2	568000	704000	0.3653
2	704000	771000	0.299
2	771000	831000	0.1869
2	831000	841000	0.1637
2	841000	981000	0.1646
2	981000	1147000	0.1087
2	1147000	1197000	0.1139
2	1197000	1236000	0.1337
2	1236000	1311000	0.1593
2	1311000	1487000	0.0373
2	1487000	1646000	0.0452
2	1646000	1848000	0.3702
2	1848000	2095000	0.4723
2	2095000	2105000	0.4304
2	2105000	2571000	0.5038
2	2571000	2647000	0.4597
2	2647000	2789000	0.6486
2	2789000	2828000	0.5534
2	2828000	3150000	0.4952
2	3150000	3227000	0.386
2	3227000	3493000	0.3177
2	3493000	4021000	0.0041
2	4021000	4180000	0.0153
2	4180000	4263000	0.0194
2	4263000	4367000	0.0291
2	4367000	4604000	0.15
2	4604000	4749000	0.0075
2	4749000	4880000	0.0507
2	4880000	4993000	0.0202
2	4993000	5065000	0.0703
2	5065000	5399000	0.202
2	5399000	5897000	0.0563
2	5897000	6087000	0.3049
2	6087000	6236000	0.2451
2	6236000	6387000	0.3019
2	6387000	6823000	0.0465
2	6823000	7029000	0.5821
2	7029000	7068000	1.3037
2	7068000	7267000	1.3114
2	7267000	7364000	1.478
2	7364000	7590000	0.9376
2	7590000	7838000	0.6594
2	7838000	8015000	0.4947
2	8015000	8720000	0.4865
2	8720000	8810000	0.5829
2	8810000	8897000	0.6623
2	8897000	8999000	0.8542
2	8999000	9141000	0.8437
2	9141000	9457000	1.0736
2	9457000	9598000	1.0736
2	9598000	9924000	0.9542
2	9924000	10189000	1.0868
2	10189000	10748000	1.1418
2	10748000	11096000	1.3032
2	11096000	12036000	1.1028
2	12036000	12101000	0.9724
2	12101000	15858000	0.5818
2	15858000	15880000	0.6565
2	15880000	16087000	0.6066
2	16087000	16147000	0.5818
2	16147000	16202000	0.682
2	16202000	16454000	0.941
2	16454000	16549000	1.1147
2	16549000	18065000	0.9686
2	18065000	18126000	0.6773
2	18126000	18461000	0.714
2	18461000	18525000	0.8491
2	18525000	18638000	0.7795
2	18638000	18691000	0.7791
2	18691000	18744000	0.5092
2	18744000	18803000	0.4808
2	18803000	19068000	0.4446
2	19068000	19192000	0.1045
2	19192000	19233000	0.0233
2	19233000	19299000	0.0142
2	19299000	19497000	0.0581
2	19497000	19568000	0.0102
2	19568000	19645000	0.0444
2	19645000	19671000	0.0765
2	19671000	19749000	0.0511
2	19749000	19857000	0.1817
2	19857000	19971000	0.1163
2	19971000	20008000	0.1848
2	20008000	20057000	0.2042
2	20057000	20102000	0.2584
2	20102000	20278000	0.3797
2	20278000	20520000	0.352
2	20520000	20669000	0.4227
2	20669000	28616000	0.1482
2	28616000	28725000	0.1363
2	28725000	29189000	0.1812
2	29189000	29397000	0.2855
2	29397000	29443000	0.2252
2	29443000	29587000	0.2981
2	29587000	29999000	0.2766
2	29999000	30565000	0.1614
2	30565000	30614000	0.246
2	30614000	30760000	0.245
2	30760000	30786000	0.3573
2	30786000	31059000	0.7509
2	31059000	31209000	0.6091
2	31209000	31251000	0.4863
2	31251000	31389000	0.5929
2	31389000	31533000	0.6043
2	31533000	31543000	0.4156
2	31543000	31596000	0.2518
2	31596000	31646000	0.2322
2	31646000	31984000	0.1879
2	31984000	32263000	0.0977
2	32263000	33446000	0.1179
2	33446000	33745000	0.5725
2	33745000	33758000	0.6319
2	33758000	33991000	0.291
2	33991000	34167000	0.0436
2	34167000	34293000	0.0311
2	34293000	34340000	0.055
2	34340000	34387000	0.013
2	34387000	34472000	0.0202
2	34472000	34503000	0.0399
2	34503000	34585000	0.0158
2	34585000	34738000	0.025
2	34738000	34863000	0.0785
2	34863000	34973000	0.0028
2	34973000	35103000	0.0441
2	35103000	35129000	0.0258
2	35129000	35154000	0.0965
2	35154000	35209000	0.1245
2	35209000	35244000	0.1503
2	35244000	35323000	0.3781
2	35323000	35378000	0.2738
2	35378000	35427000	0.0835
2	35427000	35705000	0.0786
2	35705000	35749000	0.2838
2	35749000	35930000	0.3367
3	0	265000	0.2472
3	265000	367000	0.2981
3	367000	529000	0.2837
3	529000	1115000	0.4647
3	1115000	1843000	0.501
3	1843000	1875000	0.5397
3	1875000	2096000	0.4075
3	2096000	2159000	0.5575
3	2159000	2213000	0.6245
3	2213000	2329000	0.1507
3	2329000	2512000	0.1462
3	2512000	2639000	0.1101
3	2639000	2720000	0.1316
3	2720000	3127000	0.0893
3	3127000	3223000	0.1734
3	3223000	3277000	0.255
3	3277000	3342000	0.3144
3	3342000	3481000	0.2787
3	3481000	3781000	0.5352
3	3781000	4586000	0.6604
3	4586000	4894000	0.6725
3	4894000	5515000	0.4404
3	5515000	5621000	0.8027
3	5621000	5868000	1.0998
3	5868000	5942000	0.9931
3	5942000	6040000	0.8163
3	6040000	6596000	0.7359
3	6596000	7877000	0.9989
3	7877000	8534000	1.772
3	8534000	8659000	1.5768
3	8659000	8751000	2.7693
3	8751000	8783000	2.7438
3	8783000	9242000	2.8119
3	9242000	9256000	2.505
3	9256000	9280000	2.6025
3	9280000	9337000	2.7522
3	9337000	9372000	3.0303
3	9372000	9423000	2.9243
3	9423000	9507000	3.0214
3	9507000	9528000	2.9518
3	9528000	9690000	2.9509
3	9690000	9986000	2.7279
3	9986000	10038000	2.2628
3	10038000	10087000	2.3552
3	10087000	10123000	2.4978
3	10123000	10177000	2.7778
3	10177000	10435000	2.6354
3	10435000	10777000	2.0586
3	10777000	10972000	1.9239
3	10972000	11176000	1.8402
3	11176000	11316000	1.9309
3	11316000	12114000	1.2789
3	12114000	12563000	1.5391
3	12563000	12670000	1.7357
3	12670000	12881000	1.5162
3	12881000	12993000	1.4135
3	12993000	13076000	1.5203
3	13076000	13655000	2.2798
3	13655000	13767000	2.741
3	13767000	13900000	3.229
3	13900000	14075000	3.9877
3	14075000	14203000	4.1053
3	14203000	14348000	3.6904
3	14348000	14521000	4.3644
3	14521000	14601000	4.5316
3	14601000	14721000	4.5889
3	14721000	14863000	4.6226
3	14863000	14877000	5.3519
3	14877000	15020000	6.2399
3	15020000	15102000	5.5794
3	15102000	15153000	5.617
3	15153000	15333000	5.5794
3	15333000	15378000	6.0544
3	15378000	15477000	6.52
3	15477000	15584000	7.123
3	15584000	15597000	6.9811
3	15597000	15801000	9.2607
3	15801000	15902000	9.9027
3	15902000	16184000	10.0023
3	16184000	16224000	10.0719
3	16224000	16416000	9.8247
3	16416000	16717000	9.9027
3	16717000	16914000	10.2111
3	16914000	17041000	10.5522
3	17041000	17188000	10.6575
3	17188000	17375000	8.2807
3	17375000	17419000	7.9715
3	17419000	17835000	7.3622
3	17835000	18075000	7.653
3	18075000	18081000	7.5941
3	18081000	21238000	7.653
3	21238000	22491000	7.3011
3	22491000	22620000	6.8593
3	22620000	22754000	6.8798
3	22754000	22884000	7.0332
3	22884000	23482000	8.9226
3	23482000	23569000	8.3146
3	23569000	23664000	8.3477
3	23664000	23803000	8.2037
3	23803000	23872000	7.2801
3	23872000	23969000	7.0338
3	23969000	24067000	7.4151
3	24067000	24421000	6.7225
3	24421000	24471000	4.7796
3	24471000	24666000	5.0632
3	24666000	24679000	4.652
3	24679000	25164000	4.3405
3	25164000	25392000	4.8855
3	25392000	25498000	4.5705
3	25498000	25619000	4.1725
3	25619000	25880000	4.5117
3	25880000	25972000	4.8452
3	25972000	26216000	4.9405
3	26216000	26332000	4.8452
3	26332000	26443000	4.619
3	26443000	26578000	5.0977
3	26578000	26684000	4.3457
3	26684000	26702000	4.5115
3	26702000	26724000	4.4028
3	26724000	26740000	4.3567
3	26740000	26961000	3.9753
3	26961000	27021000	4.1522
3	27021000	27173000	3.939
3	27173000	27242000	3.4798
3	27242000	27430000	3.795
3	27430000	27448000	3.9858
3	27448000	27554000	4.3647
3	27554000	27630000	3.79
3	27630000	27671000	3.2179
3	27671000	27778000	3.1688
3	27778000	27880000	3.178
3	27880000	28102000	3.3813
3	28102000	28192000	3.0842
3	28192000	28242000	2.9705
3	28242000	28264000	3.0842
3	28264000	28415000	3.1367
3	28415000	28482000	3.4645
3	28482000	28511000	3.8227
3	28511000	28598000	5.5563
3	28598000	28623000	5.6999
3	28623000	28663000	5.6849
3	28663000	28759000	5.9329
3	28759000	29001000	6.2289
3	29001000	29175000	5.9195
3	29175000	29220000	5.8988
3	29220000	29304000	5.8633
3	29304000	29434000	5.9223
3	29434000	29522000	5.5209
3	29522000	29587000	6.3256
3	29587000	29614000	6.1092
3	29614000	29647000	5.8593
3	29647000	29797000	6.3389
3	29797000	29854000	6.7372
3	29854000	29946000	5.8946
3	29946000	29981000	5.7809
3	29981000	30209000	5.9753
3	30209000	30273000	6.4334
3	30273000	30308000	6.1506
3	30308000	30327000	6.2517
3	30327000	30338000	5.4673
3	30338000	30404000	5.4759
3	30404000	30527000	5.8561
3	30527000	30626000	6.016
3	30626000	30927000	5.8045
3	30927000	31490000	5.8561
3	31490000	31652000	4.2713
3	31652000	32003000	3.5761
3	32003000	32068000	3.7868
3	32068000	32275000	3.9283
3	32275000	32642000	3.1773
3	32642000	32837000	2.3955
3	32837000	33123000	2.3179
3	33123000	33887000	2.0219
3	33887000	34899000	1.4028
3	34899000	34918000	1.5405
3	34918000	34946000	2.0727
3	34946000	35135000	1.7094
3	35135000	35270000	1.343
3	35270000	35296000	1.3041
3	35296000	35313000	1.3937
3	35313000	35470000	1.2081
3	35470000	35538000	1.2067
3	35538000	35565000	1.1564
3	35565000	35599000	1.3849
3	35599000	35643000	1.4761
3	35643000	35662000	0.6228
3	35662000	35750000	0.6306
3	35750000	35796000	0.631
3	35796000	35950000	0.6814
3	35950000	36085000	0.9442
3	36085000	36177000	1.2302
3	36177000	36407000	1.0021
4	0	150000	0.2404
4	150000	489000	0.4815
4	489000	519000	0.4371
4	519000	562000	0.3178
4	562000	642000	0.3122
4	642000	803000	0.3209
4	803000	1004000	0.3122
4	1004000	1224000	0.3209
4	1224000	1254000	0.2129
4	1254000	1709000	0.2097
4	1709000	1816000	0.2037
4	1816000	2036000	0.1984
4	2036000	2354000	0.2967
4	2354000	2465000	0.4636
4	2465000	2491000	0.3021
4	2491000	2528000	0.3677
4	2528000	2885000	0.3209
4	2885000	3560000	0.4038
4	3560000	3571000	0.5362
4	3571000	3645000	0.5266
4	3645000	3955000	0.5284
4	3955000	4184000	0.3564
4	4184000	4319000	0.3649
4	4319000	4366000	0.3602
4	4366000	4421000	0.3363
4	4421000	4586000	0.4261
4	4586000	4797000	0.4634
4	4797000	4914000	0.4725
4	4914000	5237000	0.4634
4	5237000	5311000	0.3273
4	5311000	5485000	0.1908
4	5485000	5816000	0.3675
4	5816000	6593000	0.4014
4	6593000	6934000	0.3297
4	6934000	7103000	0.1537
4	7103000	7375000	0.2
4	7375000	12713000	0.1433
4	12713000	13227000	0.0209
4	13227000	13338000	0.0658
4	13338000	13616000	0.0839
4	13616000	13939000	0.0367
4	13939000	15075000	0.0743
4	15075000	15662000	0.0719
4	15662000	15763000	0.0076
4	15763000	15876000	0.0233
4	15876000	16553000	0.2968
4	16553000	16694000	0.386
4	16694000	16988000	0.1739
4	16988000	17412000	0.129
4	17412000	17646000	0.026
4	17646000	17912000	0.057
4	17912000	1.8e+07	0.026
4	1.8e+07	18025000	0.0603
4	18025000	18072000	0.026
4	18072000	18225000	0.0202
4	18225000	18384000	0.026
4	18384000	18429000	0.0724
4	18429000	18593000	0.026
4	18593000	18657000	0.0499
4	18657000	18767000	0.074
4	18767000	18948000	0.0414
4	18948000	19106000	0.2807
4	19106000	19155000	0.3975
4	19155000	19273000	0.5072
4	19273000	19326000	0.683
4	19326000	19370000	0.6922
4	19370000	19519000	0.779
4	19519000	19644000	0.9088
4	19644000	19651000	0.7838
4	19651000	20546000	0.7406
4	20546000	20592000	0.6869
4	20592000	20890000	1.1204
4	20890000	21246000	0.7279
4	21246000	21343000	0.595
4	21343000	21368000	0.5619
4	21368000	21461000	0.5481
4	21461000	21615000	0.4185
4	21615000	21694000	0.3117
4	21694000	21776000	0.3202
4	21776000	21825000	0.3772
4	21825000	21840000	0.3656
4	21840000	2.2e+07	0.1022
4	2.2e+07	22168000	0.0143
4	22168000	22260000	0.0604
4	22260000	22425000	0.0796
4	22425000	22821000	0.0165
4	22821000	23060000	0.1249
4	23060000	23102000	0.1301
4	23102000	23157000	0.1375
4	23157000	23316000	0.1346
4	23316000	23659000	0.2024
4	23659000	24030000	0.0079
4	24030000	24066000	0.0364
4	24066000	24378000	0.0295
4	24378000	25543000	0.034
4	25543000	25808000	0.0369
4	25808000	26113000	0.1218
4	26113000	26350000	0.1587
4	26350000	27799000	0.2362
4	27799000	27860000	0.3228
4	27860000	28314000	0.4348
4	28314000	28910000	0.772
4	28910000	29494000	0.6772
4	29494000	29854000	0.2984
4	29854000	29900000	0.2713
4	29900000	29969000	0.268
4	29969000	29988000	0.166
4	29988000	30133000	0.2488
4	30133000	30296000	0.255
4	30296000	30380000	0.1439
4	30380000	30429000	0.4776
4	30429000	30684000	0.3846
4	30684000	30706000	0.392
4	30706000	30913000	0.5994
4	30913000	30983000	0.3878
4	30983000	31142000	0.4083
4	31142000	31203000	0.404
4	31203000	31242000	0.3764
4	31242000	31262000	0.7765
4	31262000	31318000	0.811
4	31318000	31368000	0.7588
4	31368000	31427000	0.7752
4	31427000	31447000	0.9835
4	31447000	31488000	1.0612
4	31488000	31818000	0.9835
4	31818000	31905000	1.0644
4	31905000	31974000	1.1452
4	31974000	32011000	1.2974
4	32011000	32188000	1.2748
4	32188000	32217000	1.2822
4	32217000	32268000	1.2954
4	32268000	32470000	1.1754
4	32470000	32572000	1.1028
4	32572000	33251000	0.7693
4	33251000	33499000	0.9444
4	33499000	34110000	1.1582
4	34110000	34458000	1.5208
4	34458000	34483000	1.451
4	34483000	34747000	1.5441
4	34747000	35278000	1.5612
5	0	290000	3.8339
5	290000	358000	3.0398
5	358000	504000	3.0482
5	504000	536000	2.426
5	536000	663000	2.7799
5	663000	684000	2.9606
5	684000	877000	3.1322
5	877000	952000	2.9549
5	952000	1155000	2.7073
5	1155000	1171000	2.9865
5	1171000	1252000	3.8266
5	1252000	1312000	4.6844
5	1312000	1450000	4.5702
5	1450000	1532000	4.1468
5	1532000	1725000	3.9048
5	1725000	1763000	3.6055
5	1763000	1795000	3.2379
5	1795000	1803000	3.6055
5	1803000	1929000	3.5234
5	1929000	2031000	3.988
5	2031000	2045000	4.5538
5	2045000	2142000	4.1537
5	2142000	2185000	3.5723
5	2185000	2265000	3.5302
5	2265000	2333000	3.2332
5	2333000	2402000	3.3723
5	2402000	2465000	3.2595
5	2465000	2753000	3.3628
5	2753000	2997000	3.2492
5	2997000	3104000	5.1958
5	3104000	3179000	5.3765
5	3179000	3255000	5.3835
5	3255000	3438000	5.4039
5	3438000	3497000	5.4882
5	3497000	3561000	4.6785
5	3561000	3973000	4.9813
5	3973000	4188000	5.0896
5	4188000	4323000	5.5842
5	4323000	4776000	7.1442
5	4776000	5253000	8.505
5	5253000	5376000	9.2742
5	5376000	5651000	6.7066
5	5651000	6002000	6.8187
5	6002000	6214000	6.9372
5	6214000	6511000	6.8213
5	6511000	6734000	6.0304
5	6734000	7014000	5.5461
5	7014000	8268000	4.0582
5	8268000	10351000	2.7168
5	10351000	14364000	3.0784
5	14364000	15007000	3.0774
5	15007000	15840000	2.5148
5	15840000	16106000	2.9716
5	16106000	16192000	2.973
5	16192000	16337000	2.5621
5	16337000	16454000	2.4816
5	16454000	16504000	2.1198
5	16504000	16530000	2.1196
5	16530000	16559000	2.3494
5	16559000	16592000	2.2272
5	16592000	16730000	2.237
5	16730000	16768000	2.2272
5	16768000	16948000	2.063
5	16948000	17117000	1.8746
5	17117000	17378000	2.4885
5	17378000	17914000	2.1548
5	17914000	18095000	2.5097
5	18095000	18350000	2.2321
5	18350000	18416000	1.7294
5	18416000	18532000	1.0529
5	18532000	18908000	1.4272
5	18908000	18970000	1.0215
5	18970000	18984000	0.9247
5	18984000	19060000	0.6323
5	19060000	19212000	0.4441
5	19212000	19443000	0.3109
5	19443000	20062000	0.4855
5	20062000	20141000	0.4455
5	20141000	20402000	0.3813
5	20402000	20670000	0.277
5	20670000	21027000	0.1717
5	21027000	21260000	0.3419
5	21260000	21354000	0.3021
5	21354000	21364000	0.2877
5	21364000	21375000	0.3404
5	21375000	21876000	0.3021
5	21876000	22002000	0.0524
5	22002000	22136000	0.0118
5	22136000	22154000	0.0676
5	22154000	22271000	0.0703
5	22271000	22348000	0.0017
5	22348000	22502000	0.1318
5	22502000	22571000	0.2456
5	22571000	22597000	0.2042
5	22597000	22886000	0.1749
5	22886000	23117000	0.0951
5	23117000	23253000	0.0444
5	23253000	23468000	0.1173
5	23468000	23732000	0.4167
5	23732000	24035000	0.3915
5	24035000	24082000	0.495
5	24082000	24656000	0.8454
5	24656000	25281000	1.0582
5	25281000	25902000	1.4582
5	25902000	26297000	1.5627
5	26297000	26778000	1.47
5	26778000	26864000	1.1958
5	26864000	27017000	1.0576
5	27017000	27181000	1.0345
5	27181000	27233000	0.9323
5	27233000	27299000	0.7673
5	27299000	27381000	0.8123
5	27381000	27520000	0.726
5	27520000	27740000	0.8967
5	27740000	27784000	0.9429
5	27784000	27812000	0.8103
5	27812000	27853000	0.8872
5	27853000	27878000	0.8759
5	27878000	27899000	0.8312
5	27899000	27955000	0.697
5	27955000	28019000	0.5614
5	28019000	28128000	0.6832
5	28128000	28333000	0.7715
5	28333000	28496000	0.757
5	28496000	28586000	0.5924
5	28586000	28616000	0.6253
5	28616000	28799000	0.5845
5	28799000	28889000	0.7983
5	28889000	29389000	0.7524
5	29389000	29895000	0.5743
6	0	271000	0.6378
6	271000	397000	0.691
6	397000	461000	0.7358
6	461000	516000	0.994
6	516000	606000	0.8985
6	606000	640000	0.8347
6	640000	795000	0.9402
6	795000	830000	1.1019
6	830000	1048000	1.1627
6	1048000	1062000	1.1464
6	1062000	1206000	1.1699
6	1206000	1366000	1.1395
6	1366000	1514000	1.4341
6	1514000	1605000	1.3274
6	1605000	1631000	1.6354
6	1631000	1679000	1.5889
6	1679000	1698000	1.3141
6	1698000	1779000	1.3491
6	1779000	1798000	1.3758
6	1798000	1859000	1.5274
6	1859000	1985000	1.6758
6	1985000	2085000	1.5086
6	2085000	2235000	1.6031
6	2235000	2296000	1.4209
6	2296000	2325000	2.0758
6	2325000	2415000	1.9242
6	2415000	2592000	1.9764
6	2592000	2741000	1.8778
6	2741000	2765000	1.8619
6	2765000	2846000	1.8047
6	2846000	2885000	1.6768
6	2885000	2912000	1.2741
6	2912000	2951000	1.1659
6	2951000	3059000	0.9366
6	3059000	3132000	0.6993
6	3132000	3291000	1.1387
6	3291000	3363000	1.0456
6	3363000	3562000	1.1591
6	3562000	3581000	1.2038
6	3581000	3951000	1.1814
6	3951000	4022000	1.2724
6	4022000	4498000	0.4114
6	4498000	4777000	0.2855
6	4777000	4842000	0.2053
6	4842000	4868000	0.3324
6	4868000	5004000	0.2754
6	5004000	5044000	0.3821
6	5044000	5164000	0.2634
6	5164000	5243000	0.2109
6	5243000	5361000	0.1644
6	5361000	5492000	0.5711
6	5492000	5612000	0.4019
6	5612000	6479000	0.0995
6	6479000	6570000	0.306
6	6570000	6650000	0.1678
6	6650000	6764000	0.1374
6	6764000	6782000	0.5375
6	6782000	6927000	0.5949
6	6927000	7091000	0.6263
6	7091000	7116000	0.6852
6	7116000	7175000	0.4179
6	7175000	7216000	0.5667
6	7216000	7317000	0.6721
6	7317000	7638000	0.4915
6	7638000	7699000	0.3534
6	7699000	7806000	0.8671
6	7806000	7915000	0.9524
6	7915000	8263000	1.0378
6	8263000	8318000	1.0219
6	8318000	8392000	1.0378
6	8392000	8453000	0.8613
6	8453000	8764000	0.9089
6	8764000	9117000	0.924
6	9117000	9369000	0.9137
6	9369000	9654000	0.6423
6	9654000	9888000	0.4126
6	9888000	10368000	0.3458
6	10368000	10696000	0.1416
6	10696000	10822000	0.1593
6	10822000	11070000	0.2324
6	11070000	11459000	0.122
6	11459000	12021000	0.2608
6	12021000	12490000	0.3789
6	12490000	13724000	1.5799
6	13724000	13827000	1.3904
6	13827000	15727000	1.3973
6	15727000	15808000	1.3265
6	15808000	16936000	1.3973
6	16936000	18151000	1.3476
6	18151000	19492000	1.0896
6	19492000	19577000	1.0475
6	19577000	19706000	1.0524
6	19706000	19796000	1.0475
6	19796000	19865000	0.8567
6	19865000	20186000	1.0067
6	20186000	20260000	0.8571
6	20260000	20467000	0.3896
6	20467000	20973000	0.3893
6	20973000	21082000	0.3368
6	21082000	21281000	0.3432
6	21281000	21496000	0.5783
6	21496000	21532000	0.5319
6	21532000	21717000	0.5783
6	21717000	22114000	0.5664
6	22114000	22232000	0.5859
6	22232000	22531000	0.6342
6	22531000	22828000	0.4475
6	22828000	23041000	0.5426
6	23041000	23085000	0.6456
6	23085000	23124000	0.7562
6	23124000	23357000	0.7524
6	23357000	23503000	1.0211
6	23503000	23888000	0.9963
6	23888000	23924000	0.8294
6	23924000	24059000	0.6299
6	24059000	24147000	0.5696
6	24147000	24309000	0.5845
6	24309000	24434000	0.5542
6	24434000	24666000	0.5658
6	24666000	24915000	0.9778
6	24915000	25043000	1.1622
6	25043000	25090000	0.9729
6	25090000	25212000	1.3104
6	25212000	25623000	1.486
