chrX	posX	chrY	posY	color	shape	size
12	17295945	Chr08	516908	b	8	0.4
8	11301052.5	Chr08	3014895	b	16	0.8
8	23805745.5	Chr08	16741236.5	c	16	0.8
8	12979845	Chr08	6002940.5	b	16	0.8
8	14194293	Chr08	6348097	b	16	0.8
8	14194293	Chr08	6889122.5	b	16	0.8
8	10506076	Chr08	2719199	c	16	0.8
8	16133527	Chr08	8128911	c	16	0.8
6	11520293	Chr08	11216941	a	12	1.2
6	20011418	Chr08	2134306	d	12	1.2
8	15639856	Chr08	19120773.5	d	16	0.8
8	15839494.5	Chr08	8158002	b	16	0.8
11	17088288.5	Chr08	24301240	c	8	0.4
8	23805745.5	Chr08	15627514.5	b	16	0.8
8	23897157	Chr08	15241626	d	16	0.8
1	31221842	Chr08	13081220	a	12	1.2
8	15139278.5	Chr08	6643162	a	16	0.8
8	16240058.5	Chr08	8131241	d	16	0.8
8	16240058.5	Chr08	8130074	b	16	0.8
8	13796191	Chr08	6003660	a	16	0.8
4	8347735	Chr08	25942606.5	a	12	1.2
8	15639856	Chr08	7704330	d	16	0.8
9	17671748	Chr09	6302532	a	16	0.8
9	17181766.5	Chr09	10382583.5	b	16	0.8
9	13865774.5	Chr09	7105170	c	16	0.8
9	13358432	Chr09	7175485	c	16	0.8
4	8347735	Chr09	2067715.5	c	12	1.2
6	6512057	Chr09	13970719	c	12	1.2
9	13358432	Chr09	5716456	c	16	0.8
9	8494795.5	Chr09	1674124.5	a	16	0.8
1	76729	Chr09	10100461.5	b	16	0.8
9	7821649	Chr09	1121556.5	b	16	0.8
4	28488259	Chr09	15562905	a	12	1.2
9	19435677	Chr09	11891670.5	b	16	0.8
2	8856504.5	Chr09	21684732.5	b	12	1.2
9	7752217	Chr09	1369850.5	a	16	0.8
9	7635213.5	Chr09	1673559.5	c	16	0.8
9	17181766.5	Chr09	10381052	a	16	0.8
9	22751570.5	Chr09	15584720	b	16	0.8
4	20038184.5	Chr09	4369399.5	a	12	1.2
9	17463879	Chr09	10617335	d	16	0.8
1	13485539	Chr09	5021054.5	b	12	1.2
9	7635213.5	Chr09	1988543.5	a	16	0.8
9	12164665.5	Chr09	3999716	b	16	0.8
9	12164665.5	Chr09	4000178	d	16	0.8
9	12763662.5	Chr09	6252382	a	16	0.8
6	26809636	Chr09	4628103	a	12	1.2
9	12164665.5	Chr09	3999599.5	b	16	0.8
9	14184860	Chr09	8257023	a	16	0.8
9	14690717	Chr09	8046153	d	16	0.8
1	36172242	Chr09	1286242	a	12	1.2
9	8494795.5	Chr09	1968184	d	16	0.8
9	8494795.5	Chr09	3073951.5	a	16	0.8
9	7752217	Chr09	1373337	c	16	0.8
7	22440189	Chr09	2332274	c	12	1.2
9	7752217	Chr09	1374366.5	b	16	0.8
9	13358432	Chr09	6807934.5	a	16	0.8
9	19435677	Chr09	11889534.5	a	16	0.8
9	13358432	Chr09	6332543.5	b	16	0.8
9	17181766.5	Chr09	10518057	b	16	0.8
9	17181766.5	Chr09	10240932.5	a	16	0.8
9	7821649	Chr09	1372709.5	b	16	0.8
12	23850572	Chr09	765684	d	8	0.4
9	21755874.5	Chr09	15213553	b	16	0.8
9	7752217	Chr09	6251879	c	16	0.8
8	26444907	Chr09	4300729	c	16	0.8
10	17716980.5	Chr09	9627864	c	16	0.8
9	20862737	Chr09	11765024.5	d	16	0.8
9	16383585.5	Chr09	9240930.5	b	16	0.8
9	17181766.5	Chr09	10393546	d	16	0.8
3	22039226	Chr09	9240930.5	d	12	1.2
10	13354730	Chr10	4333978.5	d	16	0.8
10	15808275.5	Chr10	9531227.5	a	16	0.8
7	24018344	Chr10	11474428.5	a	12	1.2
10	10718778	Chr10	1964009.5	c	16	0.8
10	19722924.5	Chr10	10770382.5	a	16	0.8
8	16240058.5	Chr10	7639056.5	b	16	0.8
10	22689134	Chr10	10962737	a	16	0.8
12	24423242.5	Chr10	5788227	d	8	0.4
7	23436497.5	Chr10	11474035	c	12	1.2
10	14384110	Chr10	5319450	c	16	0.8
10	15189353	Chr10	7958449.5	d	16	0.8
10	15189353	Chr10	5561767	a	16	0.8
10	13900155	Chr10	994985	a	16	0.8
10	17252579	Chr10	9533416.5	a	16	0.8
4	7058822	Chr10	38920.5	d	12	1.2
10	12263864.5	Chr10	3469427	a	16	0.8
10	17252579	Chr10	5561372.5	b	16	0.8
10	14319972	Chr10	5559593	d	16	0.8
8	15639856	Chr10	21285389	d	16	0.8
10	21130877	Chr10	6947278.5	c	16	0.8
10	20762602.5	Chr10	11484820.5	d	16	0.8
10	14319972	Chr10	994580.5	d	16	0.8
10	9769972	Chr10	990144.5	a	16	0.8
10	17252579	Chr10	6891314.5	c	16	0.8
11	25299918	Chr10	15387647	a	8	0.4
10	13900155	Chr10	5485335.5	a	16	0.8
12	25071545.5	Chr10	14244694	a	8	0.4
10	19317243	Chr10	9920233.5	d	16	0.8
10	14968932.5	Chr10	8966452	d	16	0.8
10	14384110	Chr10	994428.5	a	16	0.8
10	14384110	Chr10	8923981.5	b	16	0.8
12	21290767.5	Chr10	5788227	d	8	0.4
10	17716980.5	Chr10	8971149	d	16	0.8
10	14451019	Chr10	9111703	b	16	0.8
5	22213725.5	Chr10	21688633.5	c	12	1.2
10	17716980.5	Chr10	9531793.5	a	16	0.8
12	18499717.5	Chr10	21245638	a	8	0.4
10	9581038.5	Chr10	37857.5	a	16	0.8
10	11374511.5	Chr10	3208901	c	16	0.8
12	20587948.5	Chr10	21245638	b	8	0.4
7	27629895	Chr10	283746.5	d	12	1.2
12	18526101.5	Chr10	21245463.5	b	8	0.4
10	14521286	Chr10	6354333	c	16	0.8
10	17252579	Chr10	9919461	b	16	0.8
12	19904035	Chr10	21245335.5	b	8	0.4
10	17252579	Chr10	8924011	d	16	0.8
10	10030889.5	Chr10	1659940	c	16	0.8
2	7049856	Chr11	7867387.5	b	12	1.2
1	21805280.5	Chr11	6919122.5	c	16	0.8
2	9262852	Chr11	6997759	b	12	1.2
4	21062018	Chr11	6907340.5	a	12	1.2
11	15483978.5	Chr11	6607395	d	8	0.4
9	14066185.5	Chr11	12844592.5	c	16	0.8
11	15616190.5	Chr11	7096586.5	b	8	0.4
11	9287365.5	Chr11	712034.5	d	16	0.8
11	18056416.5	Chr11	9119399.5	d	8	0.4
11	9287365.5	Chr11	306409.5	c	16	0.8
3	27818956	Chr11	11253038	c	12	1.2
11	9104406	Chr11	279936	d	16	0.8
2	3494548	Chr11	14106021.5	b	12	1.2
3	1557754	Chr11	23541064.5	b	12	1.2
11	12427180.5	Chr11	4763717	b	8	0.4
6	24160551.5	Chr11	11197653.5	b	12	1.2
11	19264987.5	Chr11	10832033	a	8	0.4
10	22799154	Chr11	4234232.5	d	16	0.8
1	33285388	Chr11	6245799.5	c	12	1.2
6	20449620	Chr11	12843191	d	12	1.2
11	16377218.5	Chr11	10147057	b	8	0.4
11	17678594	Chr11	8126020.5	a	8	0.4
10	15583339.5	Chr11	6997759	b	16	0.8
10	17252579	Chr11	14106021.5	b	16	0.8
11	14420144.5	Chr11	5672915.5	c	8	0.4
6	19363824.5	Chr11	12844592.5	b	12	1.2
6	24664821	Chr11	13325069	c	12	1.2
11	14738512.5	Chr11	5669958	b	8	0.4
11	10583268.5	Chr11	692994.5	a	8	0.4
11	9787946	Chr11	713350.5	a	16	0.8
1	31221842	Chr11	11219194.5	a	8	0.4
10	20343609.5	Chr11	1148744.5	a	16	0.8
11	14420144.5	Chr11	5669819	d	8	0.4
11	19767342	Chr11	13498100	c	8	0.4
11	9287365.5	Chr11	353610	b	16	0.8
11	9287365.5	Chr11	714427.5	b	16	0.8
11	23332194	Chr11	13773070.5	a	8	0.4
11	18624596	Chr11	9935588	a	8	0.4
11	16563780.5	Chr11	8978748	a	8	0.4
11	9031200	Chr11	352223	a	16	0.8
6	24519745.5	Chr11	27118320	d	12	1.2
12	25610383.5	Chr11	15622095.5	b	8	0.4
11	14420144.5	Chr11	5669948	b	8	0.4
4	7225603	Chr11	15368871	c	12	1.2
11	16497505.5	Chr11	8623672	a	8	0.4
11	23332194	Chr11	13516383	d	8	0.4
11	25111591	Chr11	16316255	b	8	0.4
11	18711010.5	Chr11	23292774.5	b	8	0.4
10	14451019	Chr11	22011600.5	c	16	0.8
9	14690717	Chr11	23853211.5	b	16	0.8
11	19264987.5	Chr11	16316668.5	c	8	0.4
