chrX	startX	stopX	chrY	startY	stopY	color
6	34500000	35000000	Chr07	80500000	81000000	1.472527
6	36000000	36500000	Chr24	95500000	96000000	0.80013
2	61500000	62000000	Chr11	242500000	243000000	0.951866
19	32000000	32500000	Chr19	46000000	46500000	3.078334
21	13500000	14000000	Chr21	35500000	36000000	0.820463
24	151000000	151500000	Chr24	151500000	152000000	1.811222
16	132000000	132500000	Chr24	138500000	139000000	0.640615
2	48500000	49000000	Chr16	500000	1000000	0.894785
11	196500000	197000000	Chr11	199000000	199500000	1.104663
15	180500000	181000000	Chr15	181000000	181500000	1.972618
19	27500000	28000000	Chr19	28500000	29000000	1.977082
16	27000000	27500000	Chr16	27500000	28000000	2.312851
9	2000000	2500000	Chr15	85500000	86000000	1.271559
7	71000000	71500000	Chr11	152500000	153000000	0.595531
18	27000000	27500000	Chr18	45000000	45500000	0.88908
3	69500000	70000000	Chr06	52500000	53000000	1.080253
4	95000000	95500000	Chr10	57000000	57500000	1.172095
5	72500000	73000000	Chr05	78500000	79000000	0.720463
6	47000000	47500000	Chr17	84000000	84500000	0.836407
16	12500000	13000000	Chr17	4500000	5000000	0.912819
19	149500000	150000000	Chr19	164500000	165000000	1.247078
16	79000000	79500000	Chr16	80000000	80500000	0.609682
17	112000000	112500000	Chr17	131000000	131500000	0.658626
1	122000000	122500000	Chr24	63500000	64000000	1.109695
18	169500000	170000000	Chr18	174000000	174500000	1.570454
19	12000000	12500000	Chr19	14000000	14500000	0.986074
17	114000000	114500000	Chr17	114000000	114500000	1.707999
16	77000000	77500000	Chr18	67500000	68000000	0.533469
7	81000000	81500000	Chr18	134000000	134500000	1.407857
1	8000000	8500000	Chr01	16000000	16500000	0.745939
4	100000000	100500000	Chr22	17000000	17500000	1.135356
22	6000000	6500000	Chr22	9500000	10000000	0.61054
6	51500000	52000000	Chr24	36000000	36500000	0.850557
2	118000000	118500000	Chr13	37000000	37500000	1.118322
5	61000000	61500000	Chr24	18000000	18500000	0.982438
16	12500000	13000000	Chr16	12500000	13000000	2.61091
15	14000000	14500000	Chr22	122500000	123000000	1.507057
15	53000000	53500000	Chr22	106500000	107000000	0.849104
3	93500000	94000000	Chr03	94500000	95000000	3.144266
11	52000000	52500000	Chr20	124500000	125000000	1.200595
11	193000000	193500000	Chr16	65000000	65500000	1.01013
5	38000000	38500000	Chr19	75500000	76000000	0.551965
22	108000000	108500000	Chr22	109500000	110000000	1.133183
15	182000000	182500000	Chr15	188500000	189000000	0.443581
11	198500000	199000000	Chr17	38000000	38500000	0.677879
2	110500000	111000000	Chr04	75500000	76000000	0.68646
12	12000000	12500000	Chr19	162500000	163000000	1.145691
1	83000000	83500000	Chr01	106000000	106500000	0.859559
4	113000000	113500000	Chr24	110000000	110500000	1.355782
5	60000000	60500000	Chr05	70500000	71000000	0.960013
1	23000000	23500000	Chr15	201000000	201500000	0.924284
3	80500000	81000000	Chr09	45000000	45500000	0.593053
3	119500000	120000000	Chr21	35000000	35500000	0.913568
7	13000000	13500000	Chr11	34000000	34500000	0.6712
11	81500000	82000000	Chr11	82000000	82500000	0.571927
1	49500000	50000000	Chr01	50000000	50500000	2.457121
4	41500000	42000000	Chr04	99000000	99500000	0.716159
18	54000000	54500000	Chr18	142500000	143000000	0.705135
5	63000000	63500000	Chr18	124000000	124500000	0.818842
5	69000000	69500000	Chr05	69000000	69500000	1.822975
6	59000000	59500000	Chr06	62500000	63000000	1.095914
11	237000000	237500000	Chr11	239000000	239500000	1.238289
19	117000000	117500000	Chr19	144000000	144500000	0.636699
16	41000000	41500000	Chr16	41000000	41500000	0.728906
10	32000000	32500000	Chr10	36500000	37000000	1.806667
10	23500000	24000000	Chr13	34000000	34500000	0.970939
18	138000000	138500000	Chr18	138500000	139000000	4.867385
17	150500000	151000000	Chr17	166500000	167000000	0.574145
15	124000000	124500000	Chr19	53000000	53500000	1.302131
21	108000000	108500000	Chr21	108500000	109000000	3.330337
16	98000000	98500000	Chr16	189500000	190000000	1.060377
3	4000000	4500000	Chr03	4500000	5000000	1.709433
11	200000000	200500000	Chr11	217000000	217500000	0.52821
16	8000000	8500000	Chr16	32000000	32500000	1.261307
15	16500000	17000000	Chr15	23500000	24000000	0.872403
5	25500000	26000000	Chr05	40500000	41000000	0.54852
22	10000000	10500000	Chr22	13500000	14000000	1.25979
1	112000000	112500000	Chr22	9500000	10000000	0.53004
14	27000000	27500000	Chr14	28500000	29000000	0.993833
17	37000000	37500000	Chr17	62000000	62500000	0.541763
21	94000000	94500000	Chr21	95000000	95500000	1.967369
17	39000000	39500000	Chr17	39500000	40000000	3.662581
18	78500000	79000000	Chr18	79000000	79500000	1.875405
18	94500000	95000000	Chr18	94500000	95000000	2.045628
3	87500000	88000000	Chr03	97000000	97500000	1.53889
21	93000000	93500000	Chr24	11000000	11500000	0.581677
15	64500000	65000000	Chr15	65000000	65500000	3.649839
17	85000000	85500000	Chr17	130500000	131000000	0.720159
5	42000000	42500000	Chr11	49500000	50000000	0.980465
12	53500000	54000000	Chr12	58500000	59000000	0.783442
4	99500000	100000000	Chr15	24000000	24500000	1.334231
20	83000000	83500000	Chr20	84500000	85000000	0.667577
14	29000000	29500000	Chr14	29500000	30000000	7.596145
16	43000000	43500000	Chr16	53000000	53500000	1.064701
21	50000000	50500000	Chr21	132000000	132500000	0.718362
3	38000000	38500000	Chr19	88500000	89000000	0.371865
9	63000000	63500000	Chr15	153500000	154000000	0.761749
19	10000000	10500000	Chr19	159500000	160000000	0.618791
11	62500000	63000000	Chr24	71000000	71500000	1.135077
24	98000000	98500000	Chr24	98000000	98500000	1.040584
1	30500000	31000000	Chr01	34000000	34500000	2.357958
11	96000000	96500000	Chr18	173500000	174000000	0.650214
19	135500000	136000000	Chr19	142000000	142500000	0.526987
16	105000000	105500000	Chr16	194000000	194500000	0.939918
8	30000000	30500000	Chr08	35500000	36000000	1.750762
1	7500000	8000000	Chr01	9000000	9500000	0.828514
4	46500000	47000000	Chr17	16500000	17000000	0.416737
20	95000000	95500000	Chr22	9500000	10000000	0.96807
22	83500000	84000000	Chr22	84000000	84500000	2.643223
12	52000000	52500000	Chr18	160000000	160500000	1.681823
24	19500000	20000000	Chr24	97500000	98000000	0.816712
17	103500000	104000000	Chr17	103500000	104000000	2.547484
6	27500000	28000000	Chr07	33500000	34000000	1.199712
15	64000000	64500000	Chr15	131000000	131500000	1.928327
19	99000000	99500000	Chr19	99500000	100000000	1.381174
18	79000000	79500000	Chr18	80000000	80500000	0.909235
7	50000000	50500000	Chr07	50500000	51000000	1.573231
2	60500000	61000000	Chr20	13000000	13500000	0.819908
17	62000000	62500000	Chr17	69500000	70000000	0.6935
4	42500000	43000000	Chr22	26000000	26500000	0.377803
18	18500000	19000000	Chr18	18500000	19000000	1.086349
19	132500000	133000000	Chr19	138000000	138500000	0.700984
8	28000000	28500000	Chr11	110500000	111000000	0.753478
2	12500000	13000000	Chr12	56000000	56500000	1.144752
16	21000000	21500000	Chr16	22000000	22500000	0.728986
17	100500000	101000000	Chr18	60000000	60500000	0.680848
1	80500000	81000000	Chr16	186000000	186500000	1.098539
15	195000000	195500000	Chr15	211500000	212000000	0.862563
9	1500000	2000000	Chr09	5000000	5500000	0.906683
16	129000000	129500000	Chr16	129500000	130000000	2.563646
3	54500000	55000000	Chr19	57000000	57500000	0.704673
16	105500000	106000000	Chr16	105500000	106000000	1.723986
6	76500000	77000000	Chr21	93000000	93500000	0.956442
1	9500000	10000000	Chr01	19000000	19500000	1.209819
5	100000000	100500000	Chr05	106500000	107000000	3.74955
20	106000000	106500000	Chr20	125500000	126000000	0.70218
9	29000000	29500000	Chr09	31000000	31500000	0.466624
11	21000000	21500000	Chr17	177500000	178000000	0.697661
19	116500000	117000000	Chr19	158500000	159000000	1.293523
15	76500000	77000000	Chr15	124000000	124500000	0.950291
16	16500000	17000000	Chr18	136000000	136500000	1.008555
4	88000000	88500000	Chr19	45000000	45500000	1.115769
16	106500000	107000000	Chr16	107000000	107500000	1.403525
2	104000000	104500000	Chr02	112000000	112500000	0.820609
2	50000000	50500000	Chr03	59000000	59500000	0.948388
4	66500000	67000000	Chr15	103500000	104000000	0.568882
21	57500000	58000000	Chr21	66000000	66500000	0.898653
3	108000000	108500000	Chr03	108500000	109000000	3.289493
4	37000000	37500000	Chr13	47000000	47500000	0.978008
8	6500000	7000000	Chr19	152500000	153000000	1.21482
17	141000000	141500000	Chr20	87000000	87500000	0.6366
18	58000000	58500000	Chr18	58000000	58500000	1.903162
19	91000000	91500000	Chr19	128000000	128500000	0.407416
3	8500000	9000000	Chr03	59000000	59500000	1.109149
11	89000000	89500000	Chr19	19000000	19500000	0.919428
18	142000000	142500000	Chr18	170500000	171000000	0.936308
5	97500000	98000000	Chr07	19000000	19500000	1.166097
2	102500000	103000000	Chr18	145000000	145500000	0.670139
11	160500000	161000000	Chr16	1000000	1500000	0.983044
18	141500000	142000000	Chr22	131500000	132000000	2.354254
17	0	500000	Chr17	12500000	13000000	0.771884
19	90000000	90500000	Chr20	33500000	34000000	1.083395
16	26000000	26500000	Chr17	108000000	108500000	0.535623
18	4000000	4500000	Chr18	18500000	19000000	1.155616
17	45000000	45500000	Chr19	23000000	23500000	0.744106
24	97000000	97500000	Chr24	110000000	110500000	0.523183
7	27500000	28000000	Chr07	87500000	88000000	1.652609
18	76000000	76500000	Chr24	45000000	45500000	0.608263
1	28500000	29000000	Chr04	73500000	74000000	0.717264
11	112500000	113000000	Chr11	120000000	120500000	1.556345
3	45000000	45500000	Chr16	105500000	106000000	0.392461
18	29500000	30000000	Chr20	32000000	32500000	0.667567
4	101500000	102000000	Chr04	113000000	113500000	1.032623
18	90500000	91000000	Chr18	93000000	93500000	0.788107
17	118500000	119000000	Chr17	149000000	149500000	1.289118
24	25500000	26000000	Chr24	141000000	141500000	1.277119
24	121000000	121500000	Chr24	148500000	149000000	1.583177
16	74000000	74500000	Chr16	190500000	191000000	0.598046
10	31000000	31500000	Chr11	195000000	195500000	0.504767
18	134000000	134500000	Chr18	134500000	135000000	1.890545
11	34500000	35000000	Chr11	113500000	114000000	0.684585
1	97000000	97500000	Chr09	64500000	65000000	0.940691
24	12500000	13000000	Chr24	13000000	13500000	1.740045
7	32500000	33000000	Chr20	86000000	86500000	0.944745
9	59500000	60000000	Chr24	136500000	137000000	0.769895
2	23500000	24000000	Chr02	28500000	29000000	1.368952
19	126500000	127000000	Chr19	161000000	161500000	1.508767
1	102500000	103000000	Chr22	135500000	136000000	1.798302
6	77000000	77500000	Chr16	143000000	143500000	0.576723
11	6500000	7000000	Chr20	134500000	135000000	1.193826
5	24500000	25000000	Chr05	28500000	29000000	1.424334
10	31000000	31500000	Chr18	112000000	112500000	1.05727
19	2500000	3000000	Chr19	2500000	3000000	7.090869
21	69500000	70000000	Chr21	109000000	109500000	0.78853
15	18500000	19000000	Chr17	67500000	68000000	0.884991
11	88500000	89000000	Chr11	88500000	89000000	3.414526
11	114000000	114500000	Chr11	114500000	115000000	1.334335
4	49000000	49500000	Chr22	7000000	7500000	0.717805
9	5000000	5500000	Chr09	14000000	14500000	1.469826
19	73000000	73500000	Chr19	154500000	155000000	0.943326
20	113000000	113500000	Chr20	123000000	123500000	0.886582
16	81500000	82000000	Chr20	40000000	40500000	0.991721
16	141000000	141500000	Chr17	89500000	90000000	0.70516
1	117000000	117500000	Chr19	155000000	155500000	0.635747
2	48500000	49000000	Chr19	63500000	64000000	0.890814
11	193000000	193500000	Chr11	193000000	193500000	1.213438
16	146000000	146500000	Chr16	146500000	147000000	1.652361
17	111500000	112000000	Chr17	114500000	115000000	0.473661
18	145000000	145500000	Chr19	28500000	29000000	1.476983
18	41500000	42000000	Chr19	134500000	135000000	0.885204
15	116500000	117000000	Chr15	144500000	145000000	0.776521
3	2500000	3000000	Chr03	6500000	7000000	1.93397
18	119000000	119500000	Chr18	122000000	122500000	1.141899
18	178000000	178500000	Chr18	179000000	179500000	2.145184
1	90000000	90500000	Chr01	122500000	123000000	0.857865
4	49000000	49500000	Chr08	49000000	49500000	0.526985
4	101000000	101500000	Chr04	101500000	102000000	0.684468
11	72000000	72500000	Chr11	97500000	98000000	0.585142
20	28000000	28500000	Chr22	8000000	8500000	1.070894
11	45500000	46000000	Chr19	23500000	24000000	1.34081
22	90000000	90500000	Chr22	92000000	92500000	1.80972
11	101500000	102000000	Chr19	3500000	4000000	2.335355
3	43000000	43500000	Chr05	72000000	72500000	0.555086
6	93500000	94000000	Chr22	104500000	105000000	0.943651
15	197000000	197500000	Chr18	21500000	22000000	1.083152
21	131500000	132000000	Chr21	131500000	132000000	1.442803
17	104000000	104500000	Chr17	168000000	168500000	0.921515
8	41500000	42000000	Chr20	101500000	102000000	3.32703
9	32000000	32500000	Chr22	30500000	31000000	0.955802
17	171000000	171500000	Chr17	171500000	172000000	0.611654
2	95500000	96000000	Chr21	79500000	80000000	1.007723
1	22000000	22500000	Chr21	128500000	129000000	1.021364
18	131000000	131500000	Chr20	107500000	108000000	0.865568
3	4500000	5000000	Chr08	70500000	71000000	1.286315
21	125000000	125500000	Chr21	129000000	129500000	0.791438
3	23000000	23500000	Chr03	24000000	24500000	0.614372
3	90500000	91000000	Chr18	54000000	54500000	0.702826
19	150500000	151000000	Chr19	154000000	154500000	0.803877
1	47000000	47500000	Chr11	51500000	52000000	1.352684
3	120000000	120500000	Chr19	85500000	86000000	1.138144
2	68500000	69000000	Chr06	80500000	81000000	1.053848
8	34000000	34500000	Chr08	34000000	34500000	0.967195
24	128000000	128500000	Chr24	137000000	137500000	0.739998
24	31500000	32000000	Chr24	49500000	50000000	1.097028
16	111500000	112000000	Chr17	159500000	160000000	1.528407
2	104500000	105000000	Chr02	109500000	110000000	0.918666
5	29000000	29500000	Chr05	65500000	66000000	1.348753
18	110500000	111000000	Chr18	142500000	143000000	0.710136
6	54500000	55000000	Chr06	56500000	57000000	0.746487
2	43500000	44000000	Chr02	44500000	45000000	1.614726
4	26500000	27000000	Chr17	143000000	143500000	0.807574
19	61500000	62000000	Chr19	62500000	63000000	2.040288
17	114500000	115000000	Chr17	123500000	124000000	0.717355
3	17500000	18000000	Chr17	108000000	108500000	0.713669
15	187000000	187500000	Chr15	192500000	193000000	0.67765
1	103000000	103500000	Chr22	19000000	19500000	0.903345
15	134000000	134500000	Chr20	50000000	50500000	0.602344
16	38000000	38500000	Chr16	171000000	171500000	0.777084
21	51000000	51500000	Chr21	71000000	71500000	0.702338
8	33500000	34000000	Chr18	161500000	162000000	0.788328
4	28000000	28500000	Chr15	178000000	178500000	1.039706
1	60500000	61000000	Chr01	125500000	126000000	0.989025
2	101000000	101500000	Chr16	68000000	68500000	0.67823
